Company1,Company2,Value
20,21,-0.26643098323419606
20,22,0.5048035969151512
20,23,0.18420953376204083
20,24,0.35933014362992627
20,25,-0.27818879703560423
20,26,0.3783456591755978
20,27,0.22830948337621787
20,28,0.4872797039121219
20,29,0.5634028852285249
20,30,-0.35938650758265384
20,31,0.7836885346028767
20,32,-0.22281805742814315
20,33,-0.234465912285089
20,34,-0.4121503066332607
20,35,-0.6334784433567386
20,36,0.7891983495894148
20,37,0.04809563477974645
20,38,0.8231656650951638
21,1,0.5345510672134893
21,2,0.13551680479235506
21,3,-0.36398551433174586
21,4,0.6613357389397199
21,5,0.3784377876270497
21,6,-0.11423350128595054
21,7,0
21,8,-0.4836697012007524
21,9,-0.2078182787998057
21,10,-0.041700477631153365
21,11,0.20613135357698936
21,12,0.5453795018762336
21,13,-0.28147895964673575
21,14,0.2890798379734865
21,15,-0.5403395228382443
21,16,-0.5434477400076821
21,17,-0.2901447552367464
21,18,0.39891285174823476
21,19,-0.17985373142517846
21,20,-0.2664309832341961
21,21,1.0
21,22,-0.4723346256265973
21,23,0.21047167036797015
21,24,-0.26206239012575
21,25,0.18425802252659512
21,26,-0.04557272424992971
21,27,-0.039508879099136314
21,28,-0.09681032843815858
21,29,0.16233220444407487
21,30,0.6183147851029307
21,31,-0.20844764683806338
21,32,0.7328893414972472
21,33,0.371005404320436
21,34,0.14456341084112978
21,35,0.4991838319881338
21,36,-0.30576615226002807
21,37,-0.4851343919479771
21,38,-0.4242821012390661
22,1,0.20135948721093555
22,2,-0.36865729606527153
22,3,0.3013598335426543
22,4,-0.3530427496197925
22,5,0.10857335225219923
22,6,0.3763575720786117
22,7,0
22,8,0.37227228978789395
22,9,0.34727739425232956
22,10,0.0841100616757035
22,11,-0.18708831739904855
22,12,-0.09939712765714019
22,13,0.5747298014015113
22,14,-0.06271075434151774
22,15,0.7333723242984386
22,16,0.5208153420808429
22,17,0.5366731723153042
22,18,-0.5324486639639165
22,19,0.2097169760072479
22,20,0.5048035969151512
22,21,-0.47233462562659734
22,22,1.0
22,23,0.15113454945029545
22,24,0.3894060793458495
22,25,-0.1717240108560005
22,26,0.11796633760461213
22,27,0.07190224196223274
22,28,0.15733425121870545
22,29,0.2717782541206473
22,30,-0.2736611656852042
22,31,0.29613160977291725
22,32,-0.37113402824769337
22,33,-0.20523876978897404
22,34,-0.4360365471606026
22,35,-0.46955253875697456
22,36,0.7248517814819598
22,37,0.2369982161441505
22,38,0.8190009721390371
23,1,0.49975297646731515
23,2,-0.6831040385564267
23,3,0.3132227714426106
23,4,-0.3547432051354283
23,5,-0.13397106087911576
23,6,0.2964071264031297
23,7,0
23,8,0.17948806098219036
23,9,0.16012505669581498
23,10,0.03870051823865868
23,11,0.4522280690571191
23,12,0.6233391938601022
23,13,0.2050075361594195
23,14,0.8599189103535457
23,15,0.0995345086080504
23,16,0.18834633155525113
23,17,0.18052022597357759
23,18,-0.38170829663817457
23,19,0.05956922032968498
23,20,0.18420953376204083
23,21,0.21047167036797018
23,22,0.15113454945029547
23,23,1.0
23,24,0.5288725735883073
23,25,0.2646096910838472
23,26,0.04914417803010148
23,27,0.03511483304908457
23,28,0.04297541193295306
23,29,-0.24423470845213133
23,30,-0.38543553611269493
23,31,0.12449575431391621
23,32,-0.2615104135193112
23,33,0.46463267769187117
23,34,-0.6572095938902446
23,35,-0.28761808144838336
23,36,0.3884209013169344
23,37,0.029140983098690763
23,38,0.18606282401038932
24,1,0.36590443114703264
24,2,-0.8321709276892323
24,3,0.7122035283941422
24,4,-0.6747460168095525
24,5,-0.07054957714343132
24,6,0.43187676118535434
24,7,0
24,8,0.7096684119885106
24,9,0.313235530136674
24,10,0.10686541738573718
24,11,0.41084980139444116
24,12,0.22930112441917624
24,13,0.3270594720877096
24,14,0.4821385232150578
24,15,0.49205845100057943
24,16,0.7225947458038974
24,17,0.37925683602885674
24,18,-0.7830212468846268
24,19,0.2716543888437391
24,20,0.35933014362992627
24,21,-0.26206239012574994
24,22,0.3894060793458494
24,23,0.5288725735883072
24,24,0.9999999999999998
24,25,0.18850780657885796
24,26,0.16296384755236956
24,27,0.08947452568566107
24,28,0.20839891920444809
24,29,-0.1847385353068881
24,30,-0.626690079804267
24,31,0.3086133578255233
24,32,-0.565378118754947
24,33,0.07275061006547193
24,34,-0.8119082287718229
24,35,-0.5158912228689794
24,36,0.663392638660633
24,37,0.4956556761689745
24,38,0.4212950946096336
25,1,0.332186472789079
25,2,-0.3836466975029495
25,3,-0.056205111550911326
25,4,0.011781802170926302
25,5,-0.11252455768048404
25,6,0.5177516924013538
25,7,0
25,8,0.05455672959336788
25,9,-0.20633726384303516
25,10,0.0024872447765850914
25,11,0.6254730693896868
25,12,0.38940844668720054
25,13,-0.3166371563758779
25,14,0.39390002120996387
25,15,-0.06991211577110454
25,16,-0.029755247014410086
25,17,-0.26996807992783806
25,18,-0.21946961313146057
25,19,-0.08811252306322864
25,20,-0.27818879703560423
25,21,0.18425802252659512
25,22,-0.1717240108560005
25,23,0.2646096910838472
25,24,0.18850780657885796
25,25,1.0
25,26,-0.006244987063665285
25,27,0.008705120041816516
25,28,-0.0290473937510904
25,29,-0.4091385146776797
25,30,-0.007543726008615534
25,31,-0.1583152522984016
25,32,0.1469964602144198
25,33,0.5398589420042443
25,34,-0.35638943028674214
25,35,0.16053487698926755
25,36,-0.05555701852827392
25,37,0.1300651251702275
25,38,-0.2473722548020225
26,1,-0.1109251414766576
26,2,-0.18126576422407484
26,3,0.08795722666491075
26,4,-0.17945533272556985
26,5,-0.05846796374694922
26,6,0.04979299505076591
26,7,0
26,8,0.09880329999855814
26,9,0.4359247950310803
26,10,0.7010801897110862
26,11,-0.14400924630074025
26,12,-0.11464793272835527
26,13,0.11592095223640761
26,14,-0.07409166354325755
26,15,0.0923943350139704
26,16,0.26768445677829233
26,17,0.3713431717264153
26,18,-0.32924082316512565
26,19,0.4385985048655411
26,20,0.3783456591755978
26,21,-0.04557272424992971
26,22,0.11796633760461211
26,23,0.04914417803010148
26,24,0.16296384755236956
26,25,-0.006244987063665285
26,26,0.9999999999999999
26,27,0.6034415298267128
26,28,0.7679249940268574
26,29,0.3228638562598911
26,30,-0.04981219703366417
26,31,0.4022142683715399
26,32,-0.0013131159849217727
26,33,-0.13254178453008775
26,34,-0.16091379363021135
26,35,-0.27515118814782047
26,36,0.25607003940679024
26,37,-0.03396858332793536
26,38,0.33702179389519454
27,1,-0.057878575104299855
27,2,-0.12476957161506394
27,3,0.04345002361022867
27,4,-0.10935293413965906
27,5,-0.03573833194584896
27,6,0.017588102347661897
27,7,0
27,8,0.0574529867286739
27,9,0.26125012881255477
27,10,0.8555606704382801
27,11,-0.08314391427505927
27,12,-0.050262716471786525
27,13,0.07566413955258418
27,14,-0.04405755080359983
27,15,0.04382483492242121
27,16,0.16907886177098216
27,17,0.2097445999192347
27,18,-0.23488286741620104
27,19,0.24527665733091714
27,20,0.22830948337621787
27,21,-0.03950887909913631
27,22,0.07190224196223274
27,23,0.03511483304908457
27,24,0.08947452568566107
27,25,0.008705120041816516
27,26,0.603441529826713
27,27,0.9999999999999998
27,28,0.45052676321486707
27,29,0.20615878863441384
27,30,0.006120760680865385
27,31,0.20982168320982536
27,32,0.02075396335561791
27,33,-0.07901010129637655
27,34,-0.09824033422737848
27,35,-0.15852203863056988
27,36,0.150522761144438
27,37,-0.019784996138380043
27,38,0.2251909782617473
28,1,-0.13603808886566862
28,2,-0.19394026476444423
28,3,0.1135495647025202
28,4,-0.20757356748771397
28,5,-0.08260029056492854
28,6,0.10908771128740302
28,7,0
28,8,0.11699776150651486
28,9,0.5630033670965625
28,10,0.5237087130166083
28,11,-0.17375844596498152
28,12,-0.1578639554390509
28,13,0.1695433354040454
28,14,-0.08819256180464069
28,15,0.12212925463469321
28,16,0.3425447559019854
28,17,0.5049086557630001
28,18,-0.3697787727595832
28,19,0.6421387984589324
28,20,0.48727970391212183
28,21,-0.09681032843815858
28,22,0.15733425121870542
28,23,0.04297541193295306
28,24,0.2083989192044481
28,25,-0.029047393751090396
28,26,0.7679249940268574
28,27,0.4505267632148671
28,28,1.0
28,29,0.35578380112064156
28,30,-0.14801639788331009
28,31,0.5983679838926346
28,32,-0.06720656834607647
28,33,-0.1620171702871498
28,34,-0.20718626900760798
28,35,-0.38646691105374875
28,36,0.33404052665790235
28,37,-0.03882937780514834
28,38,0.38311863327454426
29,1,0.17713026399652723
29,2,0.3208775766099089
29,3,-0.2629759397361959
29,4,0.41899935976588715
29,5,0.5383571399516562
29,6,-0.019966676854763186
29,7,0
29,8,-0.20226975979514678
29,9,0.4695896987643386
29,10,0.25038416573156336
29,11,-0.6292669955970414
29,12,-0.24456600714583734
29,13,0.49072614535059866
29,14,-0.4913330871973561
29,15,0.1969458244252296
29,16,0.03869247256149862
29,17,0.5554430230846921
29,18,0.06104522774414868
29,19,0.3562083749090415
29,20,0.5634028852285249
29,21,0.16233220444407487
29,22,0.2717782541206473
29,23,-0.24423470845213133
29,24,-0.1847385353068881
29,25,-0.40913851467767975
29,26,0.32286385625989106
29,27,0.2061587886344138
29,28,0.35578380112064156
29,29,1.0
29,30,0.4811158532532611
29,31,0.4267234573266873
29,32,0.4481536764068226
29,33,-0.40913942800824904
29,34,0.201280806533701
29,35,0.007941213909562369
29,36,0.3618849024027411
29,37,-0.25760321292851773
29,38,0.47709651083542987
30,1,0.2488919677836671
30,2,0.5663827044166252
30,3,-0.657551296784099
30,4,0.9438350844163182
30,5,0.6355931942159966
30,6,-0.23502679888347963
30,7,0
30,8,-0.6327470540132581
30,9,-0.3391532079344508
30,10,0.012162120035069215
30,11,-0.28839291003573586
30,12,0.10952454592523965
30,13,-0.33496715688864986
30,14,-0.38969822422883144
30,15,-0.3086527599253476
30,16,-0.644935936413464
30,17,-0.3689410380768917
30,18,0.4840380996974459
30,19,-0.2779153639690016
30,20,-0.35938650758265384
30,21,0.6183147851029307
30,22,-0.2736611656852042
30,23,-0.38543553611269493
30,24,-0.626690079804267
30,25,-0.007543726008615535
30,26,-0.04981219703366417
30,27,0.006120760680865385
30,28,-0.14801639788331009
30,29,0.4811158532532611
30,30,1.0
30,31,-0.3345789700774548
30,32,0.8884995927845917
30,33,-0.03819486163017638
30,34,0.5958910559194968
30,35,0.6926837800644762
30,36,-0.4122846941282711
30,37,-0.44491836490036757
30,38,-0.34246953028363447
31,1,-0.0006203019767492007
31,2,-0.1816091267676213
31,3,0.19159754998807538
31,4,-0.28122510565126896
31,5,-0.13012087212246226
31,6,0.30306339952144074
31,7,0
31,8,0.23599722794161052
31,9,0.9396751757215716
31,10,0.2513369987681276
31,11,-0.21881137698145137
31,12,-0.27017319894656405
31,13,0.5427521968088673
31,14,-0.1008466604566049
31,15,0.23721670780811355
31,16,0.520946084731304
31,17,0.8026481470176707
31,18,-0.4039784367978283
31,19,0.8677809507839507
31,20,0.7836885346028767
31,21,-0.2084476468380634
31,22,0.2961316097729172
31,23,0.12449575431391623
31,24,0.3086133578255233
31,25,-0.1583152522984016
31,26,0.4022142683715399
31,27,0.20982168320982533
31,28,0.5983679838926347
31,29,0.42672345732668726
31,30,-0.3345789700774548
31,31,1.0
31,32,-0.19698410737210703
31,33,-0.21390325515223654
31,34,-0.3263256232699395
31,35,-0.5663252513707132
31,36,0.5512437648138032
31,37,-0.0030721281937966583
31,38,0.5900429929009345
32,1,0.31500391572154396
32,2,0.46126718360438945
32,3,-0.6519328742200055
32,4,0.9020669391575435
32,5,0.534695183372688
32,6,-0.03831127901146003
32,7,0
32,8,-0.6002701335106962
32,9,-0.1903820634640659
32,10,0.030266010674763765
32,11,-0.10485303936115684
32,12,0.20001528982349825
32,13,-0.23421676790114293
32,14,-0.24344550625899458
32,15,-0.4426659377018382
32,16,-0.5952030053519085
32,17,-0.248431916400506
32,18,0.49069550327289707
32,19,-0.1754660562449722
32,20,-0.22281805742814315
32,21,0.7328893414972472
32,22,-0.3711340282476934
32,23,-0.2615104135193112
32,24,-0.5653781187549469
32,25,0.14699646021441984
32,26,-0.0013131159849217727
32,27,0.02075396335561791
32,28,-0.06720656834607648
32,29,0.44815367640682263
32,30,0.8884995927845917
32,31,-0.19698410737210706
32,32,1.0
32,33,0.16332868773067705
32,34,0.45571763279930505
32,35,0.6202902866848564
32,36,-0.3521224650384946
32,37,-0.4878960615258756
32,38,-0.3211306332451445
33,1,0.39269679119352335
33,2,-0.3201645476011604
33,3,0.018018630600909108
33,4,0.0460263675125852
33,5,-0.08265290367801618
33,6,0.42963439728979824
33,7,0
33,8,-0.06062090787302551
33,9,-0.22622179189006367
33,10,-0.0928761812553216
33,11,0.6862491233522546
33,12,0.6092100091393399
33,13,-0.20306660487697767
33,14,0.5535755222359112
33,15,-0.21859943243721025
33,16,-0.1604998402719443
33,17,-0.24061983173837725
33,18,0.05317385258566426
33,19,-0.1831026539294303
33,20,-0.234465912285089
33,21,0.37100540432043605
33,22,-0.20523876978897404
33,23,0.46463267769187117
33,24,0.07275061006547191
33,25,0.5398589420042443
33,26,-0.13254178453008775
33,27,-0.07901010129637656
33,28,-0.1620171702871498
33,29,-0.40913942800824904
33,30,-0.03819486163017638
33,31,-0.21390325515223652
33,32,0.16332868773067702
33,33,0.9999999999999999
33,34,-0.3386393900988815
33,35,0.0602595887209166
33,36,-0.06340392445935816
33,37,-0.053815702840611726
33,38,-0.2466332004783281
34,1,-0.516511870479394
34,2,0.9148004226850657
34,3,-0.6960369384895356
34,4,0.6021414624225672
34,5,0.05931604366903444
34,6,-0.6653173255501856
34,7,0
34,8,-0.6631114866669446
34,9,-0.3486682790373792
34,10,-0.11389900286430502
34,11,-0.5691392280890654
34,12,-0.48204074565947275
34,13,-0.39610362671053395
34,14,-0.6246852454854308
34,15,-0.5446578872356814
34,16,-0.7139344858502118
34,17,-0.42630318551283625
34,18,0.7521455640557533
34,19,-0.26755331097623636
34,20,-0.4121503066332607
34,21,0.14456341084112978
34,22,-0.43603654716060264
34,23,-0.6572095938902445
34,24,-0.8119082287718229
34,25,-0.35638943028674214
34,26,-0.16091379363021138
34,27,-0.09824033422737848
34,28,-0.207186269007608
34,29,0.201280806533701
34,30,0.5958910559194968
34,31,-0.3263256232699395
34,32,0.45571763279930505
34,33,-0.3386393900988815
34,34,1.0
34,35,0.5616732994992119
34,36,-0.7559033080571615
34,37,-0.5090139464638628
34,38,-0.4800377772796869
35,1,0.1114228336099361
35,2,0.5174978026939829
35,3,-0.5283526870664412
35,4,0.7116218305847625
35,5,0.34656446717088996
35,6,-0.3450100504495001
35,7,0
35,8,-0.4706764159165094
35,9,-0.5811111835147974
35,10,-0.17936921338782055
35,11,-0.008973724285839443
35,12,0.11939309072369272
35,13,-0.5529557023595685
35,14,-0.13924494016645658
35,15,-0.4582788223298496
35,16,-0.6313432818252158
35,17,-0.6460982453188522
35,18,0.5006081354243882
35,19,-0.4916658138848519
35,20,-0.6334784433567385
35,21,0.4991838319881339
35,22,-0.46955253875697456
35,23,-0.28761808144838336
35,24,-0.5158912228689793
35,25,0.16053487698926755
35,26,-0.2751511881478204
35,27,-0.15852203863056988
35,28,-0.38646691105374875
35,29,0.007941213909562369
35,30,0.6926837800644762
35,31,-0.5663252513707132
35,32,0.6202902866848564
35,33,0.0602595887209166
35,34,0.5616732994992117
35,35,0.9999999999999999
35,36,-0.6152142199048368
35,37,-0.2670177060836913
35,38,-0.6181376006020077
36,1,0.4141041572514283
36,2,-0.615159505742295
36,3,0.5670673763795864
36,4,-0.4652067465669629
36,5,0.18897632658681698
36,6,0.5724624859779077
36,7,0
36,8,0.6390987812713254
36,9,0.6138213631695921
36,10,0.1823791605328507
36,11,0.05387558784067405
36,12,0.12386313026978081
36,13,0.7924102004388794
36,14,0.19235714686693337
36,15,0.7550275892542335
36,16,0.8133788127563041
36,17,0.8067255275983977
36,18,-0.6690737908733724
36,19,0.4389785638277253
36,20,0.7891983495894148
36,21,-0.30576615226002807
36,22,0.7248517814819597
36,23,0.3884209013169344
36,24,0.663392638660633
36,25,-0.05555701852827392
36,26,0.25607003940679024
36,27,0.15052276114443797
36,28,0.3340405266579024
36,29,0.3618849024027412
36,30,-0.4122846941282711
36,31,0.5512437648138033
36,32,-0.35212246503849465
36,33,-0.06340392445935818
36,34,-0.7559033080571615
36,35,-0.6152142199048369
36,36,0.9999999999999999
36,37,0.3769707544422238
36,38,0.8569530634760115
37,1,0.06510844312984547
37,2,-0.44365255296121536
37,3,0.7058379927157836
37,4,-0.43981070004741357
37,5,0.11837766720917434
37,6,0.19367479895127213
37,7,0
37,8,0.6770116443542024
37,9,0.009706184846715156
37,10,-0.02274707068016556
37,11,0.31642220012891475
37,12,0.04265906388061455
37,13,0.0893610290083903
37,14,0.12886249650551854
37,15,0.5267844127635568
37,16,0.6318436681656004
37,17,0.05576079020975153
37,18,-0.5349182411100736
37,19,-0.015952030873994032
37,20,0.04809563477974645
37,21,-0.4851343919479771
37,22,0.2369982161441505
37,23,0.029140983098690766
37,24,0.49565567616897444
37,25,0.13006512517022747
37,26,-0.03396858332793536
37,27,-0.019784996138380043
37,28,-0.03882937780514834
37,29,-0.2576032129285177
37,30,-0.44491836490036757
37,31,-0.0030721281937966583
37,32,-0.48789606152587567
37,33,-0.05381570284061173
37,34,-0.5090139464638628
37,35,-0.2670177060836913
37,36,0.3769707544422238
37,37,1.0
37,38,0.14838778710917783
38,1,0.15068680599187828
38,2,-0.3563029382923303
38,3,0.30213267921635695
38,4,-0.42015555683998834
38,5,0.04346028032031963
38,6,0.39628251319661034
38,7,0
38,8,0.4020101031415866
38,9,0.6577166267473471
38,10,0.25635056753799806
38,11,-0.2594799848602475
38,12,-0.18978316897357808
38,13,0.8223630432826605
38,14,-0.08418948313982942
38,15,0.642362912137921
38,16,0.6426044160206335
38,17,0.848676890639795
38,18,-0.5043167016164614
38,19,0.47188772148542113
38,20,0.8231656650951638
38,21,-0.4242821012390661
38,22,0.8190009721390372
38,23,0.1860628240103893
38,24,0.4212950946096336
38,25,-0.24737225480202246
38,26,0.33702179389519454
38,27,0.22519097826174728
38,28,0.38311863327454426
38,29,0.4770965108354299
38,30,-0.34246953028363447
38,31,0.5900429929009345
38,32,-0.3211306332451445
38,33,-0.2466332004783281
38,34,-0.48003777727968683
38,35,-0.6181376006020076
38,36,0.8569530634760115
38,37,0.1483877871091778
38,38,0.9999999999999998
